Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	RPI12_S5	RPI44_S20	RPI30_S11	RPI47_S22	RPI8_S3	RPI10_S4	RPI45_S21	RPI5_S2	RPI1_S1	RPI25_S7	RPI27_S9	RPI29_S10	RPI32_S13	RPI38_S15	RPI36_S14	RPI43_S19	RPI26_S8	RPI42_S18	RPI31_S12	RPI39_S16	RPI40_S17	RPI16_S6
1	170471238	170474114	+	Timm10b	protein_coding	Timm10b	ensembl_havana	64.0931	93.0985	95.9906	83.547	83.4469	93.3643	52.6666	85.3238	91.162	114.966	63.1188	69.9668	62.1387	90.6373	82.2083	94.0708	74.2019	121.457	48.1693	88.1571	75.7771	82.9084
7	11677340	11678443	+	Timm13	protein_coding	Timm13	ensembl	14.9531	10.3341	10.7896	18.7999	15.1233	10.1802	9.09852	9.47298	9.88395	7.85775	5.72794	9.30168	7.50591	9.58579	12.3817	11.6246	7.18235	3.25325	4.87	12.0376	7.63258	6.65336
13	52124635	52136128	-	Timm17a	protein_coding	Timm17a	ensembl	137.568	163.756	132.418	301.787	166.356	119.386	162.864	123.149	123.549	167.258	135.561	137.665	128.539	133.136	144.453	174.368	122.1	229.896	169.476	285.292	187.952	123.087
X	15340839	15347592	-	Timm17b	protein_coding	Timm17b	ensembl	40.8717	75.9159	48.0627	111.315	42.6693	52.289	71.8783	48.9437	58.4801	61.1782	55.3701	48.8338	67.0841	56.4496	50.0425	60.0603	53.3546	105.188	51.135	139.637	72.5095	44.3557
18	81803173	81807628	-	Timm21	protein_coding	Timm21	ensembl	69.7809	62.7995	70.6227	49.4734	82.0979	57.3791	65.5093	65.2583	64.2457	53.8817	58.2341	76.2738	52.5414	77.7514	58.8129	49.4044	65.6672	56.3896	53.57	57.7807	75.3717	67.6425
10	64556064	64563823	+	Timm22	protein_coding	Timm22	ensembl	162.49	204.297	155.958	207.788	173.918	186.019	196.528	171.566	181.206	178.483	186.158	184.173	203.598	171.479	199.138	211.18	177.507	229.896	213.306	255.198	194.631	167.443
8	22625874	22628844	+	Timm29	protein_coding	Timm29	ensembl	288.096	253.583	233.447	244.398	364.04	310.958	259.308	267.349	340.996	259.306	321.719	236.263	288.039	279.053	229.061	294.489	330.388	202.786	322.394	257.605	252.829	302.728
12	2517006	2533707	+	Timm44	protein_coding	Timm44	ensembl	132.584	112.085	103.972	106.862	162.035	127.715	83.7064	102.098	122.726	131.337	112.649	105.109	108.836	96.9229	135.166	111.402	102.605	91.0909	94.4779	89.0785	112.581	114.216
1	85470831	85480408	+	Timm50	protein_coding	Timm50	ensembl_havana	54.8279	78.6982	60.814	75.1995	78.8572	58.3046	80.9768	52.6277	55.1854	72.9649	40.0956	65.1118	68.4915	63.9052	85.6398	71.6848	61.563	79.1623	58.44	79.4484	81.0961	76.5136
X	105352402	105355717	-	Timm8a1	protein_coding	Timm8a1	ensembl	17.9437	29.1015	16.6748	27.7051	23.582	21.1053	27.0525	18.577	25.5335	40.1043	17.1838	24.2956	25.3325	20.0297	21.5832	23.884	24.6252	19.5195	14.61	28.8903	18.6743	34.1646
15	108453147	108456809	+	Timm8a2	protein_coding	Timm8a2	ensembl	1.99374	1.58986	0	1.97893	0	0.925469	0.909852	0	0	0	0	0	0	2.13017	1.0318	0	1.02605	0	0	1.20376	0.954072	2.21779
8	55037750	55039129	+	Timm8b	protein_coding	Timm8b	ensembl	0.0192349	11.6581	4.5619	0.000463766	5.82751	6.70033	2.50233	5.41293	11.4787	9.63987	8.25E-09	5.71712	5.15404	5.05749	11.8788	4.00559	12.536	10.801	8.80301	32.2407	16.4948	6.0226
6	93549484	93562315	-	Timm9	protein_coding	Timm9	ensembl	19.9374	14.3088	13.7322	18.7999	16.2035	29.615	13.6478	21.0511	17.2969	21.3282	17.1838	19.5335	13.1353	14.9112	14.4453	13.562	20.521	9.75974	20.454	18.0565	24.8059	22.1779
11	64790801	64815478	+	Timmdc1	protein_coding	Timmdc1	ensembl	70.7778	97.7765	72.5845	93.0099	100.462	94.3979	93.7148	91.5722	79.8953	83.0677	76.3725	91.1565	69.4297	80.9466	76.3536	72.6535	75.9277	72.6558	93.5039	68.6145	86.8206	79.8403
X	1364786	1369385	-	Timp1	protein_coding	Timp1	ensembl	67.7872	78.6982	114.762	78.1679	198.763	90.696	97.3542	96.8349	88.1319	117.866	83.0551	79.0643	103.206	108.639	142.389	60.0603	76.9538	55.3052	94.4779	98.7086	108.764	102.018
10	107338465	107386073	-	Timp2	protein_coding	Timp2	ensembl	1459.42	1162.98	1129.96	1082.48	1340.57	1304.91	1351.13	1282.01	1167.13	1180.91	1458.72	1185.96	1380.15	1346.27	1404.29	1234.14	1316.42	905.487	1195.1	869.118	1166.83	1406.08
7	23544215	23594134	-	Timp3	protein_coding	Timp3	ensembl	5979.23	6028.76	6914.16	7604.06	5199.18	6411.65	7894.79	7653.12	5777.17	7075.35	7641.07	5906.57	5908.09	8695.37	7921.17	7808.8	6911.47	8652.55	7895.24	7882.25	5903.8	7103.57
4	147156948	147163468	-	Timp4	protein_coding	Timp4	ensembl	18.9405	14.3088	12.7513	14.842	18.364	13.882	17.2872	6.31532	20.5916	20.2057	13.3652	11.162	10.3206	10.6509	14.4453	8.71842	12.3126	30.3636	21.428	15.6489	20.0355	11.0889
8	84279229	84320747	-	Tinag	protein_coding	Tinag	ensembl	0	0	2.94261	0	0	0	0.909852	0	0	0	1.90931	1.86034	1.87648	0	1.0318	0	0	0	0	0	1.90814	1.10889
5	148382706	148392698	-	Tinagl1	protein_coding	Tinagl1	ensembl	508.406	413.74	295.241	406.669	429.936	277.64	473.124	277.875	369	367.069	379.954	480.895	455.986	337.634	485.982	345.831	316.025	470.636	425.639	477.893	431.242	362.609
15	34360974	34364082	-	Tinf2	protein_coding	Tinf2	ensembl	396.844	383.471	384.932	489.682	307.84	400.42	460.263	394.419	363.497	418.162	469.428	390.529	446.498	397.233	434.806	413.205	372.564	540.559	392.552	621.573	454.111	363.301
2	157316266	157341470	+	Tiparp	protein_coding	Tiparp	ensembl	437.626	331.486	435.507	440.313	409.409	536.772	417.622	448.388	398.653	480.446	325.538	426.017	406.258	471.834	404.468	447.546	385.795	413.162	383.756	414.095	399.756	385.895
8	69753373	69768306	+	Tipin	protein_coding	Tipin	ensembl	14.5989	9.15536	9.89556	15.1144	16.5768	20.8275	22.2838	10.7227	25.1559	22.5142	16.05	17.1953	13.4638	11.7691	16.3976	12.4332	18.2993	15.6861	16.6122	14.5777	19.7144	13.7629
5	173744	174922	-	Tipinl1	protein_coding	Tipinl1	ensembl	313.372	348.564	391.281	441.03	405.796	329.925	342.567	462.926	378.439	517.426	335.264	419.054	388.102	420.656	363.307	454.487	363.392	589.418	336.95	436.834	384.812	306.707
13	83478974	83504495	-	Tiprl	protein_coding	Tiprl	ensembl	326.974	282.2	195.193	288.924	291.664	259.131	343.014	281.032	326.17	258.183	231.982	360.905	246.757	288.639	241.442	317.738	243.174	310.143	262.98	275.662	285.268	215.125
8	36385353	36388225	-	Tirap	protein_coding	Tirap	ensembl	14.9531	13.5138	23.5409	12.8631	10.8024	23.1367	15.4675	27.3664	14.8259	20.2057	14.3198	19.5335	17.8265	14.9112	20.6361	12.5933	12.3126	11.9286	22.402	13.2414	18.1274	17.7423
9	17086475	17110771	+	Tjap1	protein_coding	Tjap1	ensembl	810.459	862.5	901.419	871.719	914.963	812.563	885.286	786.257	826.133	955.278	769.453	807.386	876.318	926.622	823.374	933.841	788.011	866.446	780.177	954.583	942.621	701.929
1	126146489	126227470	-	Tjp1	protein_coding	Tjp1	ensembl	6534.32	5730.03	6687.61	5657.37	6038.61	6744.05	5999.4	7383.46	6388.81	5975.19	6640.57	6981.98	6442.18	6839.16	6409.69	6142.54	6129.18	5646.19	5724.86	5117	5314.18	6802.05
1	241945841	242083485	-	Tjp2	protein_coding	Tjp2	ensembl	1877.11	1895.91	1685.14	1605.91	1813.72	1634.38	2003.49	1813.55	1662.98	1592.88	1916.95	2025.91	1765.77	1852.19	1866.54	1608.06	1841.76	1820.73	2086.31	1808.05	1869.03	1851.85
7	11295892	11315616	+	Tjp3	protein_coding	Tjp3	ensembl	106.79	117.361	84.076	106.019	158.4	108.357	110.091	63.1451	106.994	94.673	106.495	95.8321	99.1742	99.5159	71.4426	93.7426	99.6091	83.71	92.6529	117.307	142.928	84.7525
10	106817601	106828885	-	Tk1	protein_coding	Tk1	ensembl	29.9061	32.5922	40.2157	43.5366	60.4932	26.8386	33.6645	52.6277	50.2434	29.1859	38.1863	53.9498	57.2326	34.0828	36.1132	42.6234	34.8857	30.3636	54.544	34.9092	32.4385	35.4846
19	917203	939222	+	Tk2	protein_coding	Tk2	ensembl	203.362	259.942	227.562	211.746	232.251	204.529	215.635	221.036	228.155	207.669	218.616	256.726	217.671	255.621	258.983	239.272	204.184	245.078	190.904	246.772	212.758	196.274
1	226644200	226657409	-	Tkfc	protein_coding	Tkfc	ensembl	68.7841	120.035	88.2784	93.9994	81.0177	82.3668	84.6162	98.94	70.0113	85.3128	63.962	79.9945	108.836	74.5561	77.3854	76.5284	66.6933	104.104	91.5559	99.9124	97.3154	63.2069
16	6609668	6634596	+	Tkt	protein_coding	Tkt	ensembl	1413.56	1656.64	1309.46	1897.8	1685.17	1195.71	1550.39	1411.47	1443.06	1251.63	1510.27	1428.74	1391.41	1368.64	1448.65	1378.48	1385.17	1742.66	1467.82	2267.89	1540.83	1569.08
10	65439102	65444002	+	Tlcd1	protein_coding	Tlcd1	ensembl	149.384	165.051	159.82	244.713	144.205	160.298	192.151	144.239	167.16	159.398	150.015	162.428	179.861	152.137	180.817	178.276	140.692	231.21	200.403	222.892	203.304	126.291
10	62303662	62306889	+	Tlcd2	protein_coding	Tlcd2	ensembl	9.96871	22.2581	26.4835	19.7893	14.0431	12.0311	23.6562	13.6832	20.5916	14.593	22.9118	21.3939	18.7648	27.6923	13.4135	16.4681	23.5992	14.0974	22.402	25.279	18.1274	16.6334
10	64360390	64366587	+	Tlcd3a	protein_coding	Tlcd3a	ensembl	223.299	229.735	394.31	174.146	195.523	370.188	203.807	243.14	235.568	181.851	268.259	255.796	245.819	205.562	292.001	282.864	263.695	301.467	237.656	398.446	334.879	180.75
1	198259496	198265840	+	Tlcd3b	protein_coding	Tlcd3b	ensembl	0	0.794931	2.94261	0.989467	1.08024	0	0	0	0.823663	2.24507	2.86397	0	1.87648	6.39052	3.09541	1.93743	4.1042	1.08442	5.844	3.61129	0	2.21779
2	224772893	224802998	-	Tlcd4	protein_coding	Tlcd4	ensembl	396.754	356.924	596.37	443.281	321.91	544.176	545.911	672.582	530.439	679.135	432.459	438.109	518.846	454.792	422.008	554.104	464.801	437.019	494.792	449.004	559.086	537.813
8	47396741	47404011	-	Tlcd5	protein_coding	Tlcd5	ensembl	658.931	620.046	871.994	470.986	662.185	690.4	575.936	750.471	696.819	636.478	672.078	691.115	584.523	653.964	629.401	564.76	781.85	554.136	620.438	599.474	499.934	571.08
3	153197644	153207817	+	Tldc2	protein_coding	Tldc2	ensembl	3.98748	2.38479	3.92348	2.9684	1.08024	0	0.909852	1.05255	4.11831	4.49015	1.90931	2.7905	1.87648	5.32544	4.12722	2.90614	5.13025	1.08442	2.922	1.20376	0.954072	3.32668
5	88546568	88629492	-	Tle1	protein_coding	Tle1	ensembl	404.084	597.752	559.1	469.007	602.773	458.486	504.468	509.906	513.14	544.306	482.1	493.389	470.06	551.718	542.732	519.232	522.261	621.367	448.037	507.987	415.976	434.685
7	10988532	11003786	-	Tle2	protein_coding	Tle2	ensembl	79.7496	105.726	53.9479	56.3996	63.7339	59.23	58.2305	54.7328	59.3037	58.3719	61.0981	84.6453	68.4915	76.6863	62.9401	54.248	55.4067	60.7273	73.0499	73.4296	50.5658	56.5535
8	66296883	66342177	+	Tle3	protein_coding	Tle3	ensembl	866.28	688.41	640.509	638.206	744.283	686.698	836.154	622.059	664.696	644.336	809.549	686.464	758.097	744.496	686.15	732.348	761.329	561.727	930.169	560.954	663.08	766.245
1	231393379	231530787	-	Tle4	protein_coding	Tle4	ensembl	1120.13	980.977	1067.19	896.457	1091.03	982.466	928.555	968.937	1093.82	1071.03	972.795	994.882	937.301	931.95	969.893	1027.81	996.295	951.036	1022.71	796.887	826.225	983.589
7	11013681	11018161	-	Tle5	protein_coding	Tle5	ensembl	192.396	240.864	174.595	248.356	231.171	175.839	213.815	157.883	197.679	191.954	219.571	205.567	193.277	238.58	226.997	208.273	186.741	227.727	226.942	209.455	249.013	185.185
7	10962330	10988138	+	Tle6	protein_coding	Tle6	ensembl	5.98122	14.3088	8.82784	8.9052	14.0431	11.1056	8.18867	4.21021	9.06029	5.61268	6.6826	7.44134	13.1353	2.13017	8.25444	9.68714	5.13025	5.42208	12.662	4.81506	13.357	4.43557
3	57013025	57119002	-	Tlk1	protein_coding	Tlk1	ensembl	279.814	377.016	460.348	449.073	320.548	326.672	526.628	242.669	369.816	499.086	428.427	414.008	329.663	489.129	497.674	330.102	313.953	573.756	436.275	488.209	517.663	351.075
10	93415399	93507278	+	Tlk2	protein_coding	Tlk2	ensembl	321.989	219.401	313.879	230.546	311.108	291.523	296.612	270.506	291.577	261.551	329.357	291.143	275.842	303.55	271.365	268.334	292.424	215.799	303.888	238.345	247.105	317.143
16	27399467	27597241	+	Tll1	protein_coding	Tll1	ensembl	88.7215	119.24	88.2784	142.483	88.5794	101.802	105.543	91.5722	132.61	108.886	131.743	93.0168	108.836	96.9229	102.149	81.372	90.2924	112.779	74.998	122.784	108.764	126.414
5	59033636	59063593	-	Tln1	protein_coding	Tln1	ensembl	6555.42	7559	7508.57	7870.22	5503.8	7749.73	7967.57	7594.17	6182.41	6488.26	8245.37	6074.93	7255.4	7880.58	7133.9	7747.77	7331.13	8580.98	6684.56	10542.6	6373.2	7944.11
8	73014137	73194838	-	Tln2	protein_coding	Tln2	ensembl	134.119	120.477	126.532	130.604	65.8944	116.608	166.503	109.293	101.529	97.4331	144.702	109.437	135.095	165.089	119.689	109.462	153.182	129.907	142.204	124.645	99.6739	168.552
1	146027822	146029841	-	Tlnrd1	protein_coding	Tlnrd1	ensembl	217.318	195.553	156.939	131.599	200.924	202.678	203.807	119.991	159.791	112.254	190.931	158.129	149.18	146.982	158.898	163.713	166.22	124.708	197.722	122.784	182.228	158.572
14	45062662	45081992	+	Tlr1	protein_coding	Tlr1	ensembl	39.9376	37.5523	45.1084	48.6193	47.9279	40.8742	25.0486	55.939	68.1292	37.954	50.9133	22.0608	24.3621	41.8802	38.6349	33.4386	58.863	31.5405	32.1343	39.5779	46.2436	46.4653
15	27177900	27182340	+	Tlr11	protein_coding	Tlr11	ensembl	20.9343	24.6429	36.2922	26.7156	37.8083	41.6461	23.6562	36.8394	36.2412	40.4113	37.2316	13.9525	27.2089	27.6923	35.0814	30.9988	19.495	24.9416	10.714	21.6677	31.4844	29.9401
5	146791198	146795867	-	Tlr12	protein_coding	Tlr12	ensembl	38.8779	57.235	59.8331	29.684	62.6537	49.0499	56.4108	57.8904	56.0091	50.5141	55.3701	20.4637	43.159	67.1005	65.0037	71.6848	66.6933	58.5584	53.57	38.5204	58.1984	52.118
2	182840727	182846062	-	Tlr2	protein_coding	Tlr2	ensembl	134.578	193.963	307.993	240.441	273.3	211.932	201.987	277.874	228.155	299.717	248.211	153.478	229.869	243.905	261.047	290.614	201.106	325.325	170.45	455.023	275.727	245.065
16	50016857	50031215	+	Tlr3	protein_coding	Tlr3	ensembl	279.123	282.995	467.875	370.06	341.355	381.293	305.71	431.547	428.304	372.683	340.813	358.115	320.878	398.343	379.704	357.455	350.91	377.377	300.966	315.386	385.445	330.45
5	82587420	82601053	+	Tlr4	protein_coding	Tlr4	ensembl	1053.69	869.654	1190.78	1230.9	638.42	1026.35	1021.76	1117.81	864.846	1127.03	964.203	917.146	1039.57	1252.54	974.024	1147.93	1019.89	1286.12	959.389	1410.81	1020.86	858.283
13	101381510	101385765	+	Tlr5	protein_coding	Tlr5	ensembl	106.665	81.083	85.3358	106.862	58.3328	124.013	79.1571	123.149	136.728	111.131	97.375	87.4358	99.4533	87.3372	79.449	110.433	87.2143	62.8961	85.7119	92.6898	85.8665	95.3648
14	45024351	45046447	+	Tlr6	protein_coding	Tlr6	ensembl_havana	276.07	319.371	391.38	344.199	398.209	380.215	302.499	430.341	435.129	396.468	331.904	308.149	364.07	377.765	342.102	372.452	365.922	344.75	376.945	484.061	320.121	384.895
X	28486869	28512958	+	Tlr7	protein_coding	Tlr7	ensembl	378.811	440.392	515.938	514.523	450.458	495.126	444.918	668.371	582.33	434.422	394.273	374.858	461.614	537.869	464.312	544.417	371.43	551.967	354.536	656.051	523.786	507.873
X	28539158	28562804	+	Tlr8	protein_coding	Tlr8	ensembl	226.29	213.041	305.051	195.915	241.973	376.666	233.832	456.808	299.813	246.958	342.722	256.726	251.448	324.852	303.351	334.206	303.711	237.487	182.138	233.53	195.585	339.321
8	114916122	114920172	+	Tlr9	protein_coding	Tlr9	ensembl	18.9405	20.6682	12.7513	23.7472	31.3268	21.2858	17.2872	29.4715	32.1228	22.4507	27.685	11.162	31.9001	25.5621	21.6679	17.4368	25.6513	27.1104	17.532	24.0753	24.8059	41.029
5	116996652	117038883	-	Tm2d1	protein_coding	Tm2d1	ensembl	331.958	335.461	353.114	550.144	370.521	356.306	326.637	411.548	443.131	415.338	290.216	359.975	346.21	311.005	342.559	372.955	372.456	490.156	350.64	548.916	366.364	309.381
16	71804350	71809926	-	Tm2d2	protein_coding	Tm2d2	ensembl	200.371	245.634	173.614	266.167	194.443	169.361	174.692	186.302	214.976	148.175	157.518	183.243	167.007	197.041	225.965	160.806	151.855	274.357	210.384	247.975	192.723	158.572
1	126586543	126595604	+	Tm2d3	protein_coding	Tm2d3	ensembl	32.8967	66.7742	43.1583	73.2206	59.413	58.3046	40.0335	47.3649	38.7122	50.5141	38.1863	40.9274	37.5296	67.1005	57.7811	62.9664	58.4849	45.5454	45.778	71.0221	57.2443	54.3358
2	147382866	147392063	-	Tm4sf1	protein_coding	Tm4sf1	ensembl	219.312	251.198	220.696	254.293	196.603	214.709	227.463	142.095	158.967	169.503	191.886	193.475	180.142	198.106	210.488	133.683	198.028	220.136	149.996	256.402	188.906	182.967
11	71606239	71619168	-	Tm4sf19	protein_coding	Tm4sf19	ensembl	15.9499	13.5138	7.84697	3.95787	36.728	4.62735	9.09852	24.2087	7.41297	8.98029	8.59191	10.2318	13.1353	13.8461	12.3817	9.68714	8.2084	14.0974	10.714	16.8527	17.1733	13.3067
9	88521193	88534711	-	Tm4sf20	protein_coding	Tm4sf20	ensembl	1.99374	0	1.96174	0.989467	0	0.925469	1.8197	1.05255	2.47099	0	2.86397	0	0	0	0	0	2.0521	0	1.948	3.61129	2.86222	1.10889
2	147496229	147547253	+	Tm4sf4	protein_coding	Tm4sf4	ensembl	63.7997	23.8479	51.9862	57.3891	18.364	56.4536	56.4108	51.5751	17.2969	46.024	16.2292	25.1145	38.4678	86.2721	68.0991	26.1553	11.2866	30.3636	5.844	62.5957	2.86222	12.1978
10	57111907	57118300	+	Tm4sf5	protein_coding	Tm4sf5	ensembl	0	1.58986	0	0	0	0.925469	0	2.10511	0.823663	0	0	0.930168	0	0	1.0318	0.968714	0	0	0	0	0	1.10889
1	143661521	143703760	+	Tm6sf1	protein_coding	Tm6sf1	ensembl	968.627	942.645	1079.52	989.543	987.304	1082.5	965.724	1047.65	1074.94	945.85	1067.85	891.479	1006.2	978.713	935.246	909.387	1137.78	867.76	987.857	1098.11	946.157	928.658
16	21092308	21099879	-	Tm6sf2	protein_coding	Tm6sf2	ensembl	7.97496	3.17972	1.96174	1.97893	6.48142	3.70188	0.909852	1.05255	0.823663	2.24507	2.86397	8.37151	1.87648	0	4.12722	1.93743	6.1563	4.33766	1.948	2.40753	2.86222	1.10889
1	221425987	221431714	-	Tm7sf2	protein_coding	Tm7sf2	ensembl	42.0161	54.1045	44.1696	48.458	61.497	31.3544	58.3216	54.2793	44.4753	53.7018	37.7988	48.3236	37.1855	35.1477	36.3937	18.8081	49.7423	30.323	48.244	51.5383	61.4375	57.8307
4	180913706	180951565	-	Tm7sf3	protein_coding	Tm7sf3	ensembl	296.071	287.765	271.701	271.114	277.621	310.032	232.922	247.35	272.632	288.492	268.259	279.05	243.942	259.881	317.796	265.428	269.851	286.286	239.604	285.292	261.416	349.301
15	34314656	34322116	-	Tm9sf1	protein_coding	Tm9sf1	ensembl	1110.51	923.71	941.636	831.152	1158.01	938.426	1006.3	1064.13	1073.23	1111.31	1035.8	1081.79	1092.11	1081.06	1067.92	1005.52	1074.27	953.201	1173.67	833.005	1133.44	1005.77
15	108526014	108579257	+	Tm9sf2	protein_coding	Tm9sf2	ensembl	3734.28	3050.15	3876.4	3128.7	4043.32	4047.08	3564.8	4237.58	4026.06	3484.35	4065.88	3824.85	4000.65	3694.79	3744.42	3839.01	3956.45	3029.86	3809.31	2864.96	3755.23	3858.95
1	260469043	260517324	-	Tm9sf3	protein_coding	Tm9sf3	ensembl	2536.04	2035.82	2506.13	2215.42	2096.74	2381.23	2498.45	2505.08	2465.22	2340.49	2615.76	2604.47	2520.11	2411.36	2535.14	2375.29	2602.06	2617.78	2665.84	2220.94	2295.5	2644.71
3	148635775	148688554	+	Tm9sf4	protein_coding	Tm9sf4	ensembl	538.308	451.521	485.529	445.261	449.379	501.606	447.647	455.757	451.369	433.3	509.789	497.64	480.968	498.462	471.535	453.357	525.34	520.52	522.063	528.452	450.321	535.593
16	24978527	24997007	+	Tma16	protein_coding	Tma16	ensembl	142.553	151.037	189.308	171.178	122.067	165.659	162.864	116.833	176.264	194.199	148.926	187.894	167.007	139.526	169.216	185.024	144.673	206.039	189.93	227.511	180.32	128.632
8	117815725	117820414	-	Tma7	protein_coding	Tma7	ensembl	67.5594	79.2924	75.3862	76.5387	104.603	66.4587	42.4754	73.9658	69.1877	86.023	49.3651	58.6006	68.675	72.7006	89.8386	81.8516	57.4951	50.669	74.8743	58.5621	65.6751	62.4977
9	81569289	81586554	-	Tmbim1	protein_coding	Tmbim1	ensembl_havana	1130.45	1005.59	941.636	947.91	1075.92	982.848	1070.9	1018.87	971.922	984.464	897.377	1036.21	982.336	988.401	1098.87	991.963	944.992	909.824	1014.91	812.541	987.465	1016.85
7	64987859	65002456	+	Tmbim4	protein_coding	Tmbim4	ensembl	524.354	561.221	523.785	704.501	602.772	493.275	609.601	513.646	560.914	582.596	509.787	498.57	627.682	565.561	640.751	577.353	573.562	807.889	542.518	891.989	620.147	464.626
7	141034982	141069990	+	Tmbim6	protein_coding	Tmbim6	ensembl	4714.17	4230.72	4226.55	3875.77	4776.76	4408.97	4292.74	4351.26	4491.49	4193.78	4742.89	4255.5	4647.94	4090.99	4643.03	4341.76	4935.39	3337.88	4848.47	3452.35	4756.86	4756.14
4	27606078	27638677	-	Tmbim7	protein_coding	Tmbim7	ensembl	0.996871	0	0	2.9684	0	0.925469	0	0	0.823663	0	1.90931	0	0	0	1.0318	0	0	0	0.973999	0	0	1.10889
1	238336919	238441501	-	Tmc1	protein_coding	Tmc1	ensembl_havana	0	0	0.980871	0.989467	2.16047	0	0	4.21021	3.29465	1.12254	1.90931	2.7905	4.6912	0	3.09541	1.93743	1.02605	5.42208	0	0	1.90814	2.21779
1	64046377	64126612	+	Tmc4	protein_coding	Tmc4	ensembl	1234.11	1155.04	1151.54	1476.26	1495.04	1114.26	1109.11	1276.75	1243.71	1353.78	1125.55	1425.96	1332.31	1135.39	1271.18	1255.47	1214.84	1489.97	1358.73	1492.66	1470.23	1114.44
1	188278469	188337309	+	Tmc5	protein_coding	Tmc5	ensembl	202.365	189.988	348.21	268.146	459.101	149.001	161.954	237.877	412.655	450.137	233.891	410.204	293.669	303.55	203.265	196.649	308.841	261.344	184.086	353.907	895.874	323.797
1	188195416	188245629	-	Tmc7	protein_coding	Tmc7	ensembl_havana	30.903	27.8226	35.3114	20.7788	32.4071	34.2424	25.4759	50.5226	43.6541	30.3085	30.549	55.8101	28.1472	24.497	35.0814	31.9676	32.8336	20.6039	31.168	15.6489	40.071	41.029
10	106785077	106795300	+	Tmc8	protein_coding	Tmc8	ensembl	175.449	201.912	157.92	161.283	206.325	176.765	157.404	139.99	194.384	144.807	187.113	143.246	175.451	195.976	165.089	180.181	194.95	183.266	147.074	253.994	169.825	169.661
4	147921724	148048727	-	Tmcc1	protein_coding	Tmcc1	ensembl	144.546	104.931	122.609	70.2522	125.307	148.075	123.74	124.201	143.317	99.9057	158.473	107.9	108.836	113.964	151.675	121.089	132.36	88.9221	129.542	73.4296	110.672	147.483
13	49132667	49169919	-	Tmcc2	protein_coding	Tmcc2	ensembl	2934.79	2586.71	2356.05	2359.88	2660.62	2342.36	3051.64	1769.34	2394.39	2026.18	2338.91	2274.26	2369.05	2441.18	2572.29	1961.65	1910.51	2785.86	2462.27	2749.4	2423.34	2065.87
7	35309265	35543760	+	Tmcc3	protein_coding	Tmcc3	ensembl	943.038	1091.44	1015.2	908.332	1053.23	1012.46	1126.4	840.988	954.624	935.072	1123.63	924.585	877.252	1073.61	964.736	943.529	1366.7	897.897	1196.07	741.519	955.978	1001.33
13	85465792	85559088	+	Tmco1	protein_coding	Tmco1	ensembl	558.5	572.45	544.415	632.495	665.168	538.061	581.208	576.449	602.745	550.75	530.667	574.984	515.9	498.452	559.207	560.219	519.194	653.029	559.389	634.118	550.121	500.29
5	140019878	140024177	-	Tmco2	protein_coding	Tmco2	ensembl	0	0	0	0	0	1.85094	3.63941	2.10511	1.64733	0	0	0	0.938239	1.06509	0	0	1.02605	1.08442	2.922	0	1.90814	0
16	80904125	81072146	+	Tmco3	protein_coding	Tmco3	ensembl	432.311	432.785	413.098	453.529	421.657	280.09	388.358	454.768	455.792	387.478	383.145	302.512	334.963	367.789	331.638	385.118	393.523	420.935	315.048	381.358	512.767	399.463
5	157423213	157501738	+	Tmco4	protein_coding	Tmco4	ensembl	68.784	81.083	64.7375	72.2311	68.0548	68.4847	74.6079	59.9955	78.248	62.862	56.3247	66.042	80.6886	58.5798	67.0673	56.1854	72.8496	65.0649	74.0239	67.4107	90.6368	77.6225
3	108544931	108559477	+	Tmco5a	protein_coding	Tmco5a	ensembl	0	0	0	0	2.16047	0.925469	0.909852	1.05255	1.64733	1.12254	1.90931	1.86034	0.938239	1.06509	0	0	0	1.08442	0	1.20376	1.90814	0
3	104749051	104765437	+	Tmco5b	protein_coding	Tmco5b	ensembl	0	0	1.96174	0	0	2.77641	0.909852	0	0.823663	0	0.954657	0.930168	0	2.13017	0	0.968714	1.02605	0	0	0	0	2.21779
18	29579145	29585741	+	Tmco6	protein_coding	Tmco6	ensembl	84.734	108.111	84.3549	108.841	101.542	95.3233	79.1571	74.7313	99.6632	75.2099	71.5992	93.0168	91.0092	85.207	109.371	102.684	75.9277	131.214	116.88	89.0785	98.2695	80.9492
8	22540424	22542998	-	Tmed1	protein_coding	Tmed1	ensembl	128.97	194.137	139.442	208.985	133.335	122.719	195.325	121.714	154.993	138.45	117.551	156.24	144.096	141.613	151.04	139.707	137.507	204.819	166.062	185.38	167.505	127.715
6	109169741	109205005	-	Tmed10	protein_coding	Tmed10	ensembl	621.05	581.889	577.733	629.301	663.265	545.101	564.108	599.955	571.622	528.715	623.391	641.816	602.35	563.431	650.037	609.321	569.458	630.045	605.828	600.678	604.882	620.98
12	37471260	37480298	-	Tmed2	protein_coding	Tmed2	ensembl	7001.02	6592.36	7910.72	8152.22	8124.46	7216.81	7811.08	7861.52	8334.64	8716.5	7424.36	7883.17	8671.2	7865.66	7661.15	8419.08	7740.52	9585.15	8710.47	10300.6	8982.59	7083.61
